"event.year";"event.city";"page";"event.type";"Awarding.country";"Receiving.country";"A";"B";"C";"D";"E";"Jury.rank";"Jury.points";"Televoting.rank";"Televoting.points";"Total.pts";"event.id"
2018;"Lisbon";"voting-details";"second-semi-final";"Italy";"Russia";6;12;12;18;18;14;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Italy";"San Marino";5;6;9;3;11;6;5;15;;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Italy";"Serbia";13;9;6;14;7;10;1;7;4;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Italy";"Slovenia";17;5;11;5;12;9;2;6;5;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Italy";"Sweden";4;13;15;9;1;5;6;14;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Italy";"The Netherlands";14;18;4;12;4;8;3;11;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Italy";"Ukraine";10;14;16;16;15;17;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Australia";4;2;3;2;3;1;12;9;2;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Denmark";13;13;17;13;11;16;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Georgia";6;5;16;9;8;9;2;6;5;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Hungary";9;15;8;11;16;14;;8;3;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Latvia";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Malta";2;8;10;1;13;4;7;13;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Moldova";7;7;7;7;2;5;6;3;8;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Montenegro";8;9;15;16;14;15;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Norway";3;6;9;4;10;6;5;7;4;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Poland";14;17;13;8;7;13;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Romania";12;4;5;12;9;8;3;15;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Russia";16;14;4;15;17;12;;1;12;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"San Marino";15;11;14;17;15;17;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Serbia";11;12;11;5;6;11;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Slovenia";5;16;12;3;4;7;4;11;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Sweden";17;1;1;10;1;2;10;5;6;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"The Netherlands";1;3;2;6;12;3;8;10;1;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Latvia";"Ukraine";10;10;6;14;5;10;1;2;10;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Australia";7;4;3;6;1;4;7;2;10;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Denmark";2;2;5;4;6;3;8;3;8;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Georgia";16;8;11;15;14;14;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Hungary";11;12;15;17;8;13;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Latvia";12;10;14;9;16;12;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Malta";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Moldova";6;16;6;14;3;7;4;7;4;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Montenegro";4;3;4;11;9;6;5;16;;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Norway";1;1;2;2;4;1;12;5;6;18;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Poland";10;14;17;10;12;15;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Romania";8;11;7;8;13;9;2;14;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Russia";17;17;8;13;11;16;;8;3;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"San Marino";13;7;10;5;7;8;3;1;12;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Serbia";14;15;9;7;17;10;1;15;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Slovenia";15;9;16;12;15;17;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Sweden";3;6;1;3;2;2;10;4;7;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"The Netherlands";9;13;12;16;10;11;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Malta";"Ukraine";5;5;13;1;5;5;6;9;2;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Australia";4;3;9;2;5;2;10;6;5;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Denmark";6;9;8;16;12;10;1;7;4;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Georgia";7;13;14;10;8;12;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Hungary";17;10;15;11;13;15;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Latvia";8;15;2;4;14;8;3;13;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Malta";16;8;11;9;4;9;2;14;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Moldova";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Montenegro";13;17;10;14;7;14;;15;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Norway";9;5;4;5;9;7;4;5;6;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Poland";11;14;12;15;16;16;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Romania";1;1;5;3;1;1;12;1;12;24;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Russia";2;4;16;7;2;4;7;3;8;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"San Marino";12;12;17;17;17;17;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Serbia";15;6;13;13;10;13;;2;10;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Slovenia";10;11;1;1;15;5;6;11;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Sweden";14;16;7;6;11;11;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"The Netherlands";5;2;6;12;6;6;5;8;3;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Moldova";"Ukraine";3;7;3;8;3;3;8;4;7;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Australia";11;12;12;2;4;8;3;13;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Denmark";8;6;10;4;9;10;1;8;3;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Georgia";9;16;14;11;13;16;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Hungary";15;11;13;15;10;17;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Latvia";16;10;11;9;16;15;;15;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Malta";3;15;2;8;7;4;7;16;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Moldova";12;8;15;1;5;6;5;7;4;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Montenegro";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Norway";6;4;4;10;8;5;6;6;5;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Poland";5;9;17;7;15;12;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Romania";2;7;8;14;1;3;8;12;;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Russia";10;13;16;16;3;13;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"San Marino";17;17;6;12;11;14;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Serbia";1;1;5;3;12;1;12;1;12;24;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Slovenia";13;3;9;5;14;11;;2;10;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Sweden";14;5;3;13;6;9;2;5;6;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"The Netherlands";7;2;7;6;17;7;4;9;2;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Montenegro";"Ukraine";4;14;1;17;2;2;10;4;7;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Australia";5;2;3;2;4;2;10;3;8;18;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Denmark";13;17;14;8;7;12;;1;12;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Georgia";16;16;8;14;13;14;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Hungary";11;15;16;12;14;17;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Latvia";2;3;7;3;5;4;7;11;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Malta";10;4;2;4;3;5;6;14;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Moldova";17;14;15;16;8;16;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Montenegro";15;12;10;13;11;13;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Norway";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Poland";4;8;17;17;17;10;1;5;6;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Romania";7;13;9;10;10;9;2;13;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Russia";3;5;11;11;16;7;4;15;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"San Marino";14;9;12;15;15;15;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Serbia";12;10;13;7;9;11;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Slovenia";6;6;5;6;12;6;5;8;3;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Sweden";8;1;1;1;1;1;12;2;10;22;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"The Netherlands";1;7;4;5;2;3;8;4;7;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Norway";"Ukraine";9;11;6;9;6;8;3;7;4;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Australia";5;3;2;3;2;3;8;8;3;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Denmark";13;10;9;15;14;12;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Georgia";15;15;13;8;12;14;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Hungary";6;5;4;6;8;5;6;2;10;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Latvia";3;4;5;5;6;4;7;7;4;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Malta";11;9;11;7;10;10;1;13;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Moldova";17;14;17;17;16;17;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Montenegro";16;11;14;16;11;15;;15;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Norway";8;8;8;11;4;7;4;4;7;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Poland";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Romania";7;7;10;4;13;8;3;16;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Russia";12;13;15;13;15;16;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"San Marino";10;17;7;14;17;11;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Serbia";14;16;16;12;7;13;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Slovenia";4;6;6;9;9;6;5;5;6;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Sweden";1;1;1;1;1;1;12;6;5;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"The Netherlands";2;2;3;2;3;2;10;10;1;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Poland";"Ukraine";9;12;12;10;5;9;2;1;12;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Australia";11;11;15;10;9;12;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Denmark";17;15;14;14;16;16;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Georgia";15;16;16;16;17;17;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Hungary";6;6;8;5;8;8;3;2;10;13;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Latvia";12;7;9;9;12;10;1;13;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Malta";2;3;3;8;2;2;10;14;;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Moldova";1;1;1;1;1;1;12;1;12;24;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Montenegro";3;13;6;4;3;4;7;15;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Norway";10;4;10;13;10;9;2;5;6;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Poland";9;12;11;11;11;11;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Romania";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Russia";16;17;12;17;15;15;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"San Marino";5;8;4;7;4;6;5;17;;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Serbia";4;9;5;3;5;5;6;7;4;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Slovenia";7;5;7;6;7;7;4;11;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Sweden";14;14;13;12;13;13;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"The Netherlands";8;2;2;2;6;3;8;8;3;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Romania";"Ukraine";13;10;17;15;14;14;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Australia";14;4;12;7;12;8;3;10;1;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Denmark";15;12;16;10;14;15;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Georgia";17;15;17;17;17;17;;8;3;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Hungary";12;6;5;14;8;6;5;7;4;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Latvia";13;7;9;12;10;12;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Malta";11;10;11;11;7;11;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Moldova";1;3;1;1;1;1;12;1;12;24;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Montenegro";16;17;15;16;16;16;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Norway";2;2;3;2;3;2;10;3;8;18;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Poland";10;14;14;8;5;9;2;15;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Romania";8;11;13;6;6;7;4;17;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Russia";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"San Marino";7;13;8;15;9;10;1;16;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Serbia";3;8;2;5;2;4;7;5;6;13;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Slovenia";6;16;7;13;15;14;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Sweden";4;1;4;3;4;3;8;6;5;13;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"The Netherlands";9;9;10;9;13;13;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Russia";"Ukraine";5;5;6;4;11;5;6;2;10;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Australia";12;10;11;3;7;11;;7;4;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Denmark";8;13;14;17;12;13;;1;12;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Georgia";9;16;17;15;16;15;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Hungary";15;15;10;16;17;17;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Latvia";10;8;4;6;4;6;5;13;;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Malta";5;7;3;5;2;3;8;11;;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Moldova";1;6;1;12;3;2;10;5;6;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Montenegro";13;17;16;11;15;16;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Norway";11;3;8;2;9;4;7;4;7;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Poland";14;2;15;4;13;9;2;12;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Romania";16;12;2;10;8;12;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Russia";17;11;12;13;10;14;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"San Marino";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Serbia";6;14;9;7;1;5;6;15;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Slovenia";3;9;7;9;6;8;3;8;3;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Sweden";2;4;5;1;5;1;12;6;5;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"The Netherlands";4;1;13;14;11;7;4;9;2;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"San-marino";"Ukraine";7;5;6;8;14;10;1;2;10;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Australia";6;13;6;3;3;5;6;8;3;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Denmark";13;6;8;9;2;6;5;7;4;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Georgia";15;12;7;8;8;11;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Hungary";7;8;12;12;16;12;;1;12;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Latvia";9;11;5;10;4;8;3;11;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Malta";5;7;3;13;9;7;4;13;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Moldova";12;16;16;14;6;13;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Montenegro";3;1;4;6;12;4;7;2;10;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Norway";1;4;10;4;5;3;8;5;6;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Poland";11;10;15;15;17;15;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Romania";8;5;9;7;14;10;1;15;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Russia";17;14;11;16;10;14;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"San Marino";16;17;17;17;15;17;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Serbia";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Slovenia";4;9;14;5;11;9;2;3;8;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Sweden";2;2;1;1;1;1;12;10;1;13;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"The Netherlands";10;3;2;2;7;2;10;12;;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Serbia";"Ukraine";14;15;13;11;13;16;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Australia";6;8;17;10;7;9;2;7;4;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Denmark";14;12;7;11;14;12;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Georgia";12;13;10;13;10;14;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Hungary";7;16;5;8;13;8;3;6;5;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Latvia";10;6;12;14;11;11;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Malta";3;3;2;6;4;3;8;12;;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Moldova";9;7;3;5;6;6;5;5;6;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Montenegro";13;14;13;4;9;10;1;4;7;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Norway";8;4;6;3;2;4;7;2;10;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Poland";17;17;16;15;17;17;;15;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Romania";2;5;11;7;5;5;6;16;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Russia";16;10;14;17;15;15;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"San Marino";15;11;15;16;16;16;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Serbia";5;9;9;9;8;7;4;1;12;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Slovenia";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Sweden";1;1;1;1;1;1;12;9;2;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"The Netherlands";4;2;4;2;3;2;10;10;1;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Slovenia";"Ukraine";11;15;8;12;12;13;;8;3;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Australia";1;1;7;3;7;2;10;4;7;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Denmark";15;12;13;2;11;11;;1;12;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Georgia";5;13;17;10;10;14;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Hungary";12;7;6;16;8;12;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Latvia";4;14;4;9;1;4;7;11;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Malta";6;6;10;11;4;7;4;12;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Moldova";17;9;12;4;5;9;2;6;5;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Montenegro";11;15;9;13;14;15;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Norway";2;11;2;1;3;1;12;2;10;22;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Poland";13;8;5;5;13;10;1;3;8;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"second-semi-final";"Sweden";"Romania";7;3;8;12;12;8;3;14;;3;"lisbon-2018"
