"event.year";"event.city";"page";"event.type";"Awarding.country";"Receiving.country";"A";"B";"C";"D";"E";"Jury.rank";"Jury.points";"Televoting.rank";"Televoting.points";"Total.pts";"event.id"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Albania";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Armenia";10;17;6;11;7;11;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Austria";11;16;12;16;5;12;;8;3;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Azerbaijan";3;3;17;4;17;6;5;4;7;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Belarus";6;9;4;1;10;4;7;13;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Belgium";7;11;1;8;8;7;4;15;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Bulgaria";8;7;5;7;2;5;6;6;5;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Croatia";14;8;9;10;13;13;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Cyprus";1;1;8;2;4;1;12;1;12;24;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Czech Republic";18;15;15;18;15;18;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Estonia";15;5;18;14;18;14;;5;6;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Finland";12;14;13;12;11;16;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Greece";4;4;11;5;12;8;3;2;10;13;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Iceland";17;10;16;17;16;17;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Ireland";16;18;14;15;6;15;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Israel";5;6;3;6;3;2;10;7;4;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Lithuania";13;13;2;9;9;10;1;11;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"North Macedonia";2;2;10;3;14;3;8;16;;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Albania";"Switzerland";9;12;7;13;1;9;2;10;1;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Albania";5;5;5;8;10;6;5;15;;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Armenia";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Austria";14;8;2;11;5;7;4;5;6;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Azerbaijan";18;18;18;18;18;18;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Belarus";9;12;6;9;6;10;1;2;10;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Belgium";6;7;9;10;1;5;6;8;3;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Bulgaria";11;13;15;12;9;15;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Croatia";10;11;16;5;13;12;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Cyprus";2;4;13;1;4;2;10;1;12;22;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Czech Republic";3;3;11;4;3;4;7;4;7;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Estonia";4;1;7;3;8;3;8;6;5;13;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Finland";16;16;17;15;11;17;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Greece";13;9;1;13;14;9;2;3;8;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Iceland";17;6;12;14;12;14;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Ireland";7;14;10;7;16;11;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Israel";1;2;8;2;2;1;12;7;4;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Lithuania";15;17;3;16;17;13;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"North Macedonia";12;15;14;17;15;16;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Armenia";"Switzerland";8;10;4;6;7;8;3;11;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Albania";4;4;3;8;6;5;6;10;1;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Armenia";3;5;6;3;1;2;10;15;;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Austria";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Azerbaijan";14;16;16;17;14;16;;7;4;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Belarus";16;18;17;18;17;18;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Belgium";1;6;1;13;11;4;7;14;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Bulgaria";6;9;8;9;3;7;4;6;5;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Croatia";12;13;13;7;18;13;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Cyprus";9;12;15;4;15;11;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Czech Republic";5;10;2;2;4;3;8;2;10;18;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Estonia";8;2;7;12;9;8;3;8;3;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Finland";13;14;9;11;10;12;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Greece";10;15;14;10;12;14;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Iceland";17;8;12;14;13;15;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Ireland";7;3;10;5;5;6;5;1;12;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Israel";2;1;4;1;2;1;12;5;6;18;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Lithuania";15;7;5;15;7;9;2;12;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"North Macedonia";18;17;18;16;16;17;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Austria";"Switzerland";11;11;11;6;8;10;1;3;8;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Albania";2;3;7;2;4;4;7;11;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Armenia";18;18;18;18;18;18;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Austria";15;15;15;14;15;15;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Azerbaijan";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Belarus";1;1;2;4;3;1;12;1;12;24;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Belgium";17;17;17;16;17;17;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Bulgaria";9;9;10;9;9;9;2;7;4;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Croatia";6;8;3;6;5;6;5;16;;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Cyprus";3;5;6;1;2;3;8;4;7;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Czech Republic";12;13;12;11;13;12;;3;8;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Estonia";11;10;9;10;10;10;1;8;3;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Finland";13;14;14;15;12;14;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Greece";5;2;4;3;1;2;10;13;;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Iceland";14;12;13;13;14;13;;15;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Ireland";10;11;11;12;11;11;;5;6;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Israel";8;6;5;7;7;7;4;2;10;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Lithuania";16;16;16;17;16;16;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"North Macedonia";4;4;1;5;6;5;6;17;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Azerbaijan";"Switzerland";7;7;8;8;8;8;3;12;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Albania";2;4;1;1;1;1;12;16;;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Armenia";3;9;13;8;5;7;4;1;12;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Austria";11;8;15;9;9;10;1;7;4;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Azerbaijan";18;16;8;6;15;13;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Belarus";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Belgium";17;15;17;16;8;17;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Bulgaria";9;3;7;4;11;6;5;6;5;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Croatia";1;7;3;5;2;3;8;15;;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Cyprus";15;11;11;12;12;15;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Czech Republic";6;1;2;3;3;2;10;3;8;18;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Estonia";10;13;6;13;13;12;;8;3;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Finland";4;12;14;7;16;8;3;13;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Greece";12;17;9;10;17;14;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Iceland";5;5;5;2;4;4;7;17;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Ireland";14;6;10;11;10;9;2;10;1;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Israel";8;2;4;14;7;5;6;2;10;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Lithuania";7;14;16;15;6;11;;5;6;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"North Macedonia";16;18;18;18;18;18;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belarus";"Switzerland";13;10;12;17;14;16;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Albania";12;2;4;9;10;7;4;11;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Armenia";3;4;5;6;7;5;6;5;6;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Austria";1;1;1;1;1;1;12;2;10;22;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Azerbaijan";8;14;15;15;16;15;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Belarus";18;17;18;17;17;17;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Belgium";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Bulgaria";9;6;11;8;13;9;2;12;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Croatia";15;12;16;16;8;14;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Cyprus";7;7;8;12;12;8;3;4;7;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Czech Republic";4;3;3;2;4;2;10;3;8;18;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Estonia";11;15;9;13;5;11;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Finland";13;11;13;7;9;12;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Greece";16;16;14;14;15;16;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Iceland";10;5;12;10;14;10;1;15;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Ireland";6;10;2;4;6;6;5;1;12;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Israel";5;9;6;3;3;4;7;8;3;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Lithuania";14;13;10;11;11;13;;7;4;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"North Macedonia";17;18;17;18;18;18;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Belgium";"Switzerland";2;8;7;5;2;3;8;13;;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Albania";12;1;17;5;2;5;6;15;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Armenia";7;7;9;10;5;9;2;5;6;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Austria";3;3;6;4;6;3;8;3;8;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Azerbaijan";14;6;8;7;8;11;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Belarus";8;5;11;12;10;12;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Belgium";9;2;2;3;1;1;12;16;;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Bulgaria";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Croatia";5;14;1;15;12;7;4;17;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Cyprus";1;9;15;13;9;8;3;1;12;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Czech Republic";6;8;5;2;3;4;7;8;3;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Estonia";11;16;10;17;18;16;;7;4;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Finland";2;17;7;9;17;10;1;10;1;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Greece";17;15;16;16;14;17;;2;10;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Iceland";18;18;13;18;16;18;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Ireland";15;12;18;8;15;14;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Israel";4;10;4;6;7;6;5;4;7;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Lithuania";10;4;3;1;4;2;10;14;;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"North Macedonia";13;13;14;14;11;15;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Bulgaria";"Switzerland";16;11;12;11;13;13;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Albania";10;16;7;4;6;7;4;7;4;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Armenia";11;8;14;11;15;15;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Austria";12;14;5;13;14;11;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Azerbaijan";13;18;16;9;10;17;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Belarus";18;9;15;12;18;18;;15;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Belgium";15;17;8;7;9;10;1;16;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Bulgaria";6;4;6;18;7;5;6;12;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Croatia";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Cyprus";17;12;18;3;5;9;2;1;12;14;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Czech Republic";3;1;1;6;3;2;10;2;10;20;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Estonia";5;15;12;14;13;12;;5;6;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Finland";9;11;13;10;11;13;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Greece";2;13;10;15;8;8;3;8;3;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Iceland";16;7;9;17;12;14;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Ireland";7;2;4;8;17;4;7;3;8;15;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Israel";1;3;3;1;2;1;12;11;;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Lithuania";4;5;2;2;1;3;8;14;;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"North Macedonia";14;6;17;16;16;16;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Croatia";"Switzerland";8;10;11;5;4;6;5;9;2;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Albania";6;5;5;3;4;4;7;14;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Armenia";18;14;17;18;15;18;;7;4;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Austria";2;16;10;14;13;8;3;10;1;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Azerbaijan";4;2;3;1;2;2;10;15;;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Belarus";14;13;9;16;7;15;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Belgium";12;17;18;9;16;16;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Bulgaria";3;7;6;4;5;5;6;2;10;16;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Croatia";8;9;8;6;9;7;4;16;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Cyprus";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Czech Republic";7;8;11;8;12;10;1;4;7;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Estonia";9;15;14;13;1;6;5;5;6;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Finland";15;10;2;15;17;9;2;12;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Greece";5;1;4;5;6;3;8;1;12;20;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Iceland";17;18;15;11;11;17;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Ireland";11;12;7;12;14;14;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Israel";1;4;1;2;3;1;12;3;8;20;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Lithuania";13;6;12;10;18;13;;8;3;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"North Macedonia";10;11;13;7;8;12;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Cyprus";"Switzerland";16;3;16;17;10;11;;11;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Albania";5;7;5;5;5;6;5;8;3;8;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Armenia";7;8;10;7;9;9;2;3;8;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Austria";8;12;7;11;8;10;1;5;6;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Azerbaijan";18;14;13;15;18;15;;2;10;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Belarus";13;15;16;14;13;14;;13;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Belgium";2;1;4;4;4;2;10;15;;10;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Bulgaria";1;3;3;6;7;4;7;9;2;9;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Croatia";11;11;11;12;15;13;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Cyprus";17;17;18;16;17;18;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Czech Republic";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Estonia";14;9;15;10;10;12;;6;5;5;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Finland";10;13;6;13;12;11;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Greece";15;16;14;17;16;16;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Iceland";3;10;8;9;11;7;4;18;;4;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Ireland";9;6;2;1;2;3;8;7;4;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Israel";4;2;1;2;3;1;12;1;12;24;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Lithuania";12;4;12;8;6;8;3;14;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"North Macedonia";16;18;17;18;14;17;;17;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Czech-republic";"Switzerland";6;5;9;3;1;5;6;11;;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Albania";10;10;13;5;8;10;1;13;;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Armenia";14;18;17;7;7;15;;12;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Austria";2;1;8;1;1;1;12;3;8;20;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Azerbaijan";3;8;14;8;14;8;3;11;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Belarus";8;12;18;16;15;17;;5;6;6;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Belgium";7;11;3;15;10;7;4;8;3;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Bulgaria";4;15;12;6;3;4;7;17;;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Croatia";9;13;7;10;5;9;2;15;;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Cyprus";1;4;4;4;4;3;8;7;4;12;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Czech Republic";18;6;6;18;16;14;;4;7;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Estonia";;;;;;;;;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Finland";5;2;10;13;11;6;5;1;12;17;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Greece";6;7;16;12;12;13;;14;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Iceland";12;5;9;9;17;11;;16;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Ireland";11;9;5;3;9;5;6;6;5;11;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Israel";17;14;2;17;18;12;;10;1;1;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Lithuania";13;3;1;2;2;2;10;2;10;20;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"North Macedonia";16;16;15;14;13;18;;18;;;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Estonia";"Switzerland";15;17;11;11;6;16;;9;2;2;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Finland";"Albania";4;7;4;16;6;5;6;10;1;7;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Finland";"Armenia";7;11;7;5;14;8;3;15;;3;"lisbon-2018"
2018;"Lisbon";"voting-details";"first-semi-final";"Finland";"Austria";3;4;1;3;4;3;8;3;8;16;"lisbon-2018"
